Cust_ID,Gender,Device,First_timer,Channel ,Day,Min_spent,Clicks,Annual_inc,Country,Age,Purchased,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
W#26460C,0,Mobile,0,Youtube channel,SAT,3,24,0,UK,32,0,0,0,0,0
X#64011I,0,Tablet,1,Other,THU,13,26,0,China,52,1,0,0,0,0
M#87773B,0,PC,1,Website,SAT,11,18,0,Canada,63,0,0,0,0,0
O#62901C,0,Tablet,0,Website,THU,8,15,0,India,23,1,0,0,0,0
X#26139G,0,Mobile,0,Email ,SUN,7,26,0,USA,18,0,0,0,0,0
W#62345P,0,Other,0,Email ,SAT,7,27,0,Malaysia,64,1,0,0,0,0
N#48348J,0,Tablet,1,Website,SAT,8,20,0,India,34,1,0,0,0,0
K#65940S,0,Tablet,0,Google search,THU,6,20,0,China,65,0,0,0,0,0
Q#72163M,0,Mobile,1,Website,SUN,14,13,0,Ireland,18,1,0,0,0,0
Y#74235M,0,Tablet,1,Referral,FRI,5,24,0,Canada,49,1,0,0,0,0
B#85407R,0,Mobile,1,Website,FRI,10,17,0,Russia,37,1,0,0,0,0
G#11910E,0,PC,0,Google search,TUE,2,27,0,India,31,0,0,0,0,0
D#30941X,0,Tablet,1,Google search,MON,10,16,0,Mexico,47,0,0,0,0,0
W#41334N,0,Tablet,1,Google search,THU,5,18,0,Ireland,40,0,0,0,0,0
T#58246V,0,Mobile,0,Referral,MON,11,21,0,UK,48,1,0,0,0,0
Y#66490E,0,Other,1,Youtube channel,SUN,8,20,0,India,63,1,0,0,0,0
I#53763S,0,Mobile,1,Youtube channel,TUE,11,13,0,Russia,68,1,0,0,0,0
R#56640Y,0,Tablet,0,Referral,SUN,9,26,0,Malaysia,30,0,0,0,0,0
A#12912U,0,Other,0,Google search,THU,8,21,0,Mexico,51,0,0,0,0,0
F#69072Q,0,Other,1,Website,THU,5,25,0,USA,58,1,0,0,0,0
O#51423S,0,PC,1,Other,SAT,12,24,0,India,40,1,0,0,0,0
R#31349V,0,Tablet,0,Email ,THU,14,25,0,Japan,57,0,0,0,0,0
E#60529Q,0,Other,1,Youtube channel,SAT,3,17,0,China,21,1,0,0,0,0
B#99682P,0,PC,1,Youtube channel,WED,15,16,0,Russia,32,1,0,0,0,0
W#77751D,0,Mobile,0,Email ,FRI,5,16,0,UK,32,1,0,0,0,0
Y#92097S,0,Tablet,0,Email ,TUE,4,14,0,Canada,45,1,0,0,0,0
W#49150G,0,Other,1,Youtube channel,FRI,7,21,0,Canada,37,0,0,0,0,0
Z#76812V,0,Other,0,Email ,SUN,14,19,0,Canada,49,1,0,0,0,0
N#13297G,0,Other,1,Referral,SUN,10,25,0,UK,57,1,0,0,0,0
B#57426I,0,Mobile,0,Social media ads,SAT,5,13,0,Malaysia,55,0,0,0,0,0
N#10681Q,0,PC,1,Website,THU,4,18,0,China,36,0,0,0,0,0
U#99733F,0,Tablet,0,Other,SAT,4,23,0,Ireland,19,0,0,0,0,0
M#31430X,0,Mobile,1,Social media ads,WED,9,20,0,Russia,57,1,0,0,0,0
P#24219B,0,Mobile,0,Affiliate link,SAT,3,23,0,Mexico,42,1,0,0,0,0
W#15996E,0,Mobile,0,Social media ads,THU,11,13,0,Russia,68,0,0,0,0,0
V#39488O,0,Other,1,Social media ads,WED,7,25,0,Russia,38,0,0,0,0,0
M#37874L,0,Tablet,1,Social media ads,SAT,4,17,0,Malaysia,67,0,0,0,0,0
N#82772H,0,Mobile,0,Other,MON,12,13,0,India,17,0,0,0,0,0
L#75517X,0,PC,1,Other,SAT,2,17,0,Canada,42,1,0,0,0,0
G#37740T,0,Mobile,0,Youtube channel,MON,6,20,0,Canada,50,1,0,0,0,0
S#84560J,0,PC,1,Social media ads,MON,11,18,0,Canada,16,1,0,0,0,0
W#35635E,0,Other,0,Google search,WED,5,19,0,Russia,61,0,0,0,0,0
C#45923R,0,Tablet,1,Referral,THU,9,13,0,Mexico,41,0,0,0,0,0
Z#19710H,0,PC,0,Email ,TUE,5,23,0,Russia,23,1,0,0,0,0
W#23569J,0,Tablet,0,Affiliate link,MON,7,24,0,Malaysia,23,0,0,0,0,0
D#75457M,0,Mobile,0,Referral,SAT,6,17,0,UK,39,1,0,0,0,0
R#88157W,0,PC,1,Social media ads,MON,6,23,0,Mexico,23,0,0,0,0,0
T#29792G,0,Tablet,0,Youtube channel,FRI,2,13,0,Canada,25,0,0,0,0,0
I#31573B,0,Mobile,0,Google search,TUE,14,15,0,China,22,1,0,0,0,0
K#47915L,0,Tablet,1,Website,FRI,6,14,0,Malaysia,61,1,0,0,0,0
F#26165J,0,Mobile,1,Affiliate link,SUN,12,16,0,Canada,47,1,0,0,0,0
Z#11310I,0,PC,0,Website,MON,10,25,0,China,66,0,0,0,0,0
Y#87617H,0,Tablet,1,Email ,SAT,8,22,0,India,22,0,0,0,0,0
O#42719T,0,Other,0,Social media ads,SUN,4,18,0,USA,42,0,0,0,0,0
D#26672Y,0,PC,0,Social media ads,MON,14,25,0,Ireland,54,1,0,0,0,0
H#54271L,0,Tablet,0,Social media ads,MON,6,13,0,Russia,40,0,0,0,0,0
M#99924P,0,Other,1,Affiliate link,TUE,9,19,0,Ireland,46,0,0,0,0,0
Q#82440J,0,Other,0,Other,TUE,14,27,0,Malaysia,24,0,0,0,0,0
S#21744H,0,Mobile,0,Email ,WED,11,18,0,China,68,1,0,0,0,0
J#38527R,0,Other,0,Social media ads,SAT,3,22,0,Japan,30,0,0,0,0,0
B#37018E,0,PC,0,Email ,SAT,8,19,0,Malaysia,60,0,0,0,0,0
Q#59478Y,0,Mobile,1,Social media ads,FRI,11,14,0,Malaysia,42,1,0,0,0,0
X#41014L,0,Other,0,Google search,WED,7,16,0,USA,49,1,0,0,0,0
Y#84155B,0,PC,0,Youtube channel,SUN,3,21,0,Mexico,37,1,0,0,0,0
N#86866P,0,PC,1,Website,SAT,14,19,0,Malaysia,48,1,0,0,0,0
G#11981X,0,Mobile,0,Social media ads,THU,11,26,0,Japan,20,0,0,0,0,0
H#81883A,0,Mobile,1,Youtube channel,SUN,2,23,0,Ireland,53,0,0,0,0,0
B#89324A,0,Other,0,Other,SAT,13,15,0,Ireland,25,0,0,0,0,0
P#30614G,0,Other,1,Youtube channel,FRI,14,15,0,USA,42,0,0,0,0,0
H#45910S,0,Tablet,0,Email ,SUN,9,20,0,Mexico,48,0,0,0,0,0
A#35868M,0,Mobile,0,Google search,WED,3,14,0,Canada,38,1,0,0,0,0
W#60072V,0,Other,1,Email ,FRI,8,21,0,Japan,53,1,0,0,0,0
O#10001S,0,Tablet,0,Other,TUE,14,19,0,China,69,0,0,0,0,0
Z#10664F,0,Mobile,0,Affiliate link,FRI,3,17,0,Russia,42,0,0,0,0,0
Z#92241N,0,Tablet,0,Affiliate link,TUE,14,16,0,China,52,0,0,0,0,0
B#78867E,0,Other,1,Google search,MON,8,14,0,Canada,60,0,0,0,0,0
R#49572N,0,Other,0,Website,SUN,7,20,0,UK,16,1,0,0,0,0
F#61079A,0,PC,1,Referral,SAT,11,23,0,UK,62,1,0,0,0,0
K#72557T,0,PC,1,Social media ads,FRI,10,14,0,Russia,39,1,0,0,0,0
L#44113O,0,Tablet,0,Social media ads,FRI,9,14,0,Malaysia,24,0,0,0,0,0
P#46710H,0,Tablet,0,Google search,MON,2,16,0,India,63,0,0,0,0,0
A#99288V,0,Tablet,0,Website,FRI,4,17,0,China,28,0,0,0,0,0
O#30379Q,0,Mobile,0,Social media ads,SUN,15,24,0,UK,63,0,0,0,0,0
I#39000P,0,Tablet,1,Website,THU,15,14,0,USA,67,0,0,0,0,0
O#64875X,0,Tablet,0,Google search,SAT,12,14,0,UK,36,0,0,0,0,0
O#35425V,0,Other,0,Other,SAT,8,15,0,Mexico,65,1,0,0,0,0
E#88144T,0,PC,1,Other,SUN,4,22,0,UK,48,1,0,0,0,0
N#88784S,0,Mobile,0,Youtube channel,THU,11,13,0,Canada,60,0,0,0,0,0
A#21034G,0,Mobile,0,Youtube channel,SAT,15,22,0,Japan,65,0,0,0,0,0
Q#11772V,0,Tablet,1,Referral,SUN,11,16,0,Mexico,43,1,0,0,0,0
M#75604G,0,PC,0,Google search,TUE,3,21,0,UK,20,0,0,0,0,0
X#78884J,0,Other,1,Referral,MON,7,27,0,UK,50,1,0,0,0,0
I#28501M,0,Tablet,1,Affiliate link,THU,2,23,0,Canada,51,0,0,0,0,0
T#77025T,0,Other,1,Affiliate link,SUN,12,13,0,Mexico,19,1,0,0,0,0
T#75402K,0,Tablet,1,Google search,SAT,4,14,25000,USA,32,1,0,0,0,0
B#60681N,0,Tablet,0,Social media ads,THU,9,20,10000,Ireland,69,0,0,0,0,0
A#84831H,0,Other,0,Referral,SAT,2,25,40000,Mexico,27,1,0,0,0,0
K#43021X,0,Other,1,Other,TUE,8,16,100000,USA,46,1,0,0,0,0
P#37902B,0,Tablet,0,Email ,WED,7,13,58000,Ireland,26,1,0,0,0,0
D#12261B,0,Tablet,1,Email ,WED,6,18,100000,Malaysia,47,0,0,0,0,0
V#53845K,0,Tablet,0,Google search,FRI,7,14,58000,USA,32,1,0,0,0,0
O#79129A,0,Mobile,1,Affiliate link,THU,7,15,40000,Japan,52,1,0,0,0,0
H#36636B,0,Other,1,Google search,FRI,6,22,10000,UK,32,1,0,0,0,0
Y#91928U,0,Other,0,Youtube channel,THU,3,26,40000,India,61,1,0,0,0,0
A#52814G,0,PC,0,Email ,THU,11,13,76000,Malaysia,37,1,0,0,0,0
A#83889A,0,Tablet,1,Email ,SAT,6,17,100000,Malaysia,69,1,0,0,0,0
B#79927G,0,Mobile,0,Affiliate link,MON,14,20,35000,China,50,1,0,0,0,0
R#16745D,0,PC,0,Other,TUE,14,16,58000,China,46,1,0,0,0,0
M#62839Q,0,Tablet,1,Email ,THU,11,16,25000,USA,27,1,0,0,0,0
U#91926C,0,Tablet,0,Affiliate link,MON,12,16,25000,Mexico,31,1,0,0,0,0
Y#31970G,0,Tablet,1,Website,SAT,3,13,35000,China,27,1,0,0,0,0
D#43491C,0,PC,1,Google search,WED,9,15,25000,Mexico,38,0,0,0,0,0
S#33937D,0,Other,1,Social media ads,SUN,3,15,58000,Mexico,25,0,0,0,0,0
W#43639L,0,Mobile,1,Google search,MON,7,21,76000,Russia,52,1,0,0,0,0
G#78093B,0,Tablet,1,Referral,WED,14,24,76000,Mexico,55,0,0,0,0,0
S#22352O,0,Other,0,Referral,THU,4,18,100000,China,19,0,0,0,0,0
J#92998C,0,Tablet,0,Email ,TUE,15,22,10000,Mexico,33,0,0,0,0,0
M#74598A,0,Other,1,Google search,TUE,10,25,40000,Malaysia,53,0,0,0,0,0
O#53354T,0,Tablet,0,Other,SUN,9,27,35000,Mexico,41,1,0,0,0,0
W#22316I,0,Other,1,Affiliate link,SUN,8,21,40000,Ireland,68,1,0,0,0,0
B#30179V,0,Tablet,0,Youtube channel,MON,15,18,25000,Ireland,17,1,0,0,0,0
U#72740A,0,PC,1,Other,FRI,7,14,40000,USA,63,0,0,0,0,0
V#43856W,0,PC,1,Referral,WED,3,21,100000,UK,48,1,0,0,0,0
N#18516S,0,Other,0,Other,MON,6,15,58000,Ireland,64,0,0,0,0,0
N#97864L,0,Mobile,1,Other,SAT,14,27,100000,Ireland,59,0,0,0,0,0
Q#71037O,0,PC,1,Referral,TUE,14,21,76000,Mexico,16,0,0,0,0,0
M#98032U,0,PC,1,Youtube channel,SUN,8,23,35000,Ireland,16,1,0,0,0,0
O#72564F,0,Tablet,0,Affiliate link,MON,4,17,35000,UK,40,1,0,0,0,0
F#22436G,0,PC,0,Google search,THU,9,21,40000,Mexico,18,0,0,0,0,0
U#72562G,0,Other,1,Social media ads,WED,13,26,10000,India,47,0,0,0,0,0
C#55597J,0,Tablet,0,Affiliate link,THU,2,16,25000,Mexico,65,1,0,0,0,0
I#96602E,0,Other,1,Email ,WED,6,27,58000,Malaysia,18,1,0,0,0,0
Y#34662D,0,Other,0,Social media ads,FRI,15,14,35000,India,48,1,0,0,0,0
F#76680W,0,Mobile,0,Other,TUE,14,17,76000,Russia,56,0,0,0,0,0
X#14814J,0,Mobile,0,Google search,THU,7,18,40000,Mexico,22,0,0,0,0,0
D#63798O,0,Mobile,1,Email ,TUE,6,26,40000,Russia,36,1,0,0,0,0
C#56582D,0,Mobile,0,Email ,SAT,12,16,25000,Canada,34,1,0,0,0,0
R#99119J,0,Mobile,0,Social media ads,MON,3,21,58000,India,62,1,0,0,0,0
D#24929W,0,Mobile,0,Affiliate link,MON,10,17,100000,Canada,24,1,0,0,0,0
G#18483F,0,Mobile,1,Website,TUE,13,16,100000,Japan,19,0,0,0,0,0
K#66909K,0,Other,1,Referral,SAT,15,21,10000,India,67,1,0,0,0,0
Z#65089K,0,Mobile,0,Affiliate link,THU,7,15,35000,Mexico,18,1,0,0,0,0
Q#76482J,0,Tablet,1,Youtube channel,WED,9,20,58000,Malaysia,48,1,0,0,0,0
A#75780R,0,Mobile,0,Website,THU,7,13,100000,China,64,1,0,0,0,0
C#70963U,0,PC,0,Google search,WED,10,26,10000,India,40,1,0,0,0,0
M#72971T,0,PC,1,Social media ads,THU,2,20,10000,India,55,1,0,0,0,0
K#92633Y,0,Other,0,Referral,TUE,2,15,76000,Japan,28,0,0,0,0,0
Z#94247U,0,Tablet,1,Social media ads,FRI,9,22,40000,Russia,65,1,0,0,0,0
O#54309Q,0,Mobile,0,Social media ads,FRI,15,14,10000,Malaysia,61,0,0,0,0,0
O#82304Y,0,Mobile,1,Affiliate link,SUN,2,22,10000,Malaysia,70,0,0,0,0,0
A#90880M,0,PC,1,Social media ads,FRI,12,18,40000,USA,58,1,0,0,0,0
A#94948H,0,Mobile,0,Social media ads,SUN,4,13,40000,China,57,1,0,0,0,0
D#12891R,0,Other,1,Affiliate link,SAT,8,15,10000,USA,18,0,0,0,0,0
N#70202H,0,Tablet,0,Email ,SUN,8,27,10000,Malaysia,19,0,0,0,0,0
Z#51944Y,0,Mobile,0,Affiliate link,SUN,7,23,10000,India,66,0,0,0,0,0
T#19794X,0,Other,0,Referral,MON,7,24,40000,China,42,0,0,0,0,0
S#21668X,0,PC,1,Email ,SAT,9,26,76000,USA,49,0,0,0,0,0
N#11215P,0,PC,0,Referral,TUE,7,25,35000,Malaysia,23,0,0,0,0,0
J#44546R,0,Tablet,1,Social media ads,THU,13,16,76000,Malaysia,44,0,0,0,0,0
F#24427C,0,Other,0,Other,FRI,11,26,76000,Russia,45,1,0,0,0,0
O#85388L,0,Other,1,Affiliate link,THU,2,22,25000,USA,65,1,0,0,0,0
C#27867N,0,Tablet,1,Social media ads,SAT,8,24,100000,Malaysia,49,1,0,0,0,0
W#33771Y,0,Mobile,1,Website,WED,9,19,25000,India,16,0,0,0,0,0
J#57166B,0,PC,1,Other,WED,10,15,10000,Russia,36,0,0,0,0,0
J#13690M,0,Tablet,1,Email ,SAT,12,23,35000,Canada,65,1,0,0,0,0
U#44740E,0,Other,1,Social media ads,SUN,2,22,76000,Ireland,55,0,0,0,0,0
U#44974L,0,Tablet,1,Website,MON,3,15,76000,Mexico,49,1,0,0,0,0
T#56528P,0,Tablet,1,Google search,THU,7,18,25000,UK,35,1,0,0,0,0
O#13636I,0,Tablet,1,Google search,WED,4,22,35000,UK,64,0,0,0,0,0
D#97471F,0,Mobile,0,Email ,SAT,2,14,58000,India,39,0,0,0,0,0
S#93147Y,0,Mobile,0,Referral,TUE,13,14,58000,Canada,56,1,0,0,0,0
A#37112R,0,Tablet,1,Social media ads,FRI,5,13,58000,Japan,67,0,0,0,0,0
T#55084W,0,Mobile,0,Website,FRI,4,25,10000,China,52,0,0,0,0,0
P#36432U,0,Mobile,1,Google search,MON,4,16,58000,Canada,28,1,0,0,0,0
L#59678G,0,Tablet,1,Referral,THU,10,16,58000,USA,43,0,0,0,0,0
P#53135H,0,Mobile,0,Google search,FRI,6,20,40000,UK,19,0,0,0,0,0
U#18257F,0,Mobile,1,Affiliate link,SUN,12,27,10000,China,53,1,0,0,0,0
S#53247Q,0,PC,0,Referral,MON,6,15,35000,Ireland,70,1,0,0,0,0
N#26551L,0,Other,1,Google search,SAT,2,22,40000,UK,30,0,0,0,0,0
N#13062N,0,Other,0,Youtube channel,THU,11,16,25000,China,63,0,0,0,0,0
F#13013Q,0,PC,1,Email ,SAT,3,18,10000,Ireland,39,1,0,0,0,0
F#28467Q,0,Other,1,Youtube channel,SAT,5,15,40000,Malaysia,35,0,0,0,0,0
Z#84018T,0,PC,1,Google search,MON,15,13,40000,China,47,0,0,0,0,0
S#72919X,0,Other,0,Website,WED,5,27,40000,Malaysia,26,1,0,0,0,0
W#30038P,0,Mobile,1,Email ,SAT,3,22,25000,Mexico,37,0,0,0,0,0
A#67194O,0,Mobile,1,Website,SAT,13,14,58000,India,27,0,0,0,0,0
K#94828H,0,Tablet,0,Social media ads,THU,3,26,58000,Canada,46,0,0,0,0,0
L#83881H,0,Tablet,0,Google search,TUE,10,27,10000,USA,67,0,0,0,0,0
E#95688G,0,Tablet,1,Website,FRI,9,25,58000,India,23,0,0,0,0,0
V#28838I,0,PC,1,Email ,SUN,12,21,25000,Canada,28,1,0,0,0,0
G#48798K,0,Tablet,1,Social media ads,THU,2,13,10000,USA,69,0,0,0,0,0
H#49109V,0,Tablet,1,Youtube channel,TUE,14,15,58000,Russia,22,0,0,0,0,0
L#12336H,0,Other,0,Other,THU,11,20,58000,Japan,40,0,0,0,0,0
R#81251F,0,Other,1,Affiliate link,THU,9,23,100000,Canada,64,0,0,0,0,0
N#93090L,0,PC,0,Social media ads,SUN,5,21,25000,UK,35,0,0,0,0,0
A#93809L,0,Other,0,Affiliate link,FRI,14,13,100000,China,28,0,0,0,0,0
R#28376W,0,Other,1,Social media ads,SAT,8,20,25000,Malaysia,46,1,0,0,0,0
D#53017O,0,PC,0,Email ,TUE,8,23,35000,India,67,0,0,0,0,0
H#40974X,0,Mobile,1,Google search,THU,4,16,10000,UK,67,0,0,0,0,0
A#41157O,0,Other,0,Social media ads,MON,10,16,40000,Mexico,47,1,0,0,0,0
R#38140I,0,Other,1,Google search,SUN,13,22,10000,Japan,18,1,0,0,0,0
H#87447G,0,PC,1,Email ,FRI,9,25,35000,Japan,64,0,0,0,0,0
P#35902J,0,Other,0,Social media ads,THU,8,13,76000,Japan,65,0,0,0,0,0
E#20704K,0,Other,1,Youtube channel,MON,10,18,40000,Russia,18,1,0,0,0,0
J#31052Q,0,PC,0,Social media ads,MON,9,13,40000,Japan,47,0,0,0,0,0
X#68115W,0,Tablet,1,Youtube channel,WED,13,26,35000,Malaysia,45,1,0,0,0,0
T#26566J,0,PC,1,Google search,THU,6,17,58000,India,38,1,0,0,0,0
D#45959Q,0,PC,1,Affiliate link,THU,7,27,40000,Ireland,24,0,0,0,0,0
K#63675S,0,Other,1,Email ,MON,2,27,76000,India,56,1,0,0,0,0
X#88125P,0,Other,1,Google search,WED,2,18,100000,UK,26,0,0,0,0,0
S#54186I,0,Other,0,Referral,TUE,10,20,35000,Mexico,28,0,0,0,0,0
I#62163L,0,PC,0,Affiliate link,FRI,15,14,25000,USA,70,0,0,0,0,0
B#79087T,0,PC,1,Other,SAT,6,24,76000,USA,41,1,0,0,0,0
T#28009S,0,PC,0,Social media ads,SAT,4,22,10000,Mexico,55,1,0,0,0,0
P#81691B,0,Tablet,1,Affiliate link,SUN,7,13,76000,Canada,44,0,0,0,0,0
M#63088V,0,Tablet,1,Website,THU,10,23,100000,Malaysia,43,0,0,0,0,0
C#56691J,0,PC,1,Affiliate link,WED,2,17,58000,India,40,1,0,0,0,0
X#72228T,0,PC,1,Website,FRI,7,13,40000,Canada,49,0,0,0,0,0
E#45143B,0,PC,0,Other,MON,8,18,58000,Canada,41,1,0,0,0,0
C#78576B,0,Tablet,1,Website,MON,15,27,58000,China,70,0,0,0,0,0
E#69302K,0,PC,0,Email ,SAT,11,20,58000,Malaysia,36,0,0,0,0,0
U#13549K,0,Other,0,Referral,MON,13,25,58000,China,49,0,0,0,0,0
E#57237R,0,Mobile,1,Youtube channel,SUN,10,14,100000,Ireland,32,0,0,0,0,0
J#97272K,0,Tablet,1,Email ,THU,2,27,35000,Ireland,44,1,0,0,0,0
Z#84543Y,0,PC,0,Other,SUN,5,23,40000,USA,64,1,0,0,0,0
V#63662S,0,Other,0,Affiliate link,MON,9,13,76000,Canada,25,0,0,0,0,0
J#92825E,0,Other,1,Affiliate link,FRI,9,14,100000,Canada,40,1,0,0,0,0
P#97886J,0,Other,0,Youtube channel,WED,7,19,10000,China,19,0,0,0,0,0
B#89570A,0,Mobile,1,Website,SUN,12,20,40000,Canada,65,0,0,0,0,0
L#61211C,0,Tablet,0,Affiliate link,FRI,15,21,76000,Japan,19,1,0,0,0,0
J#27530D,0,Tablet,0,Referral,SUN,7,15,25000,Mexico,58,0,0,0,0,0
O#47407N,0,Tablet,1,Email ,WED,15,14,10000,USA,62,0,0,0,0,0
H#76680Y,0,Tablet,1,Referral,WED,2,21,10000,Japan,62,0,0,0,0,0
T#10883U,0,Tablet,0,Referral,FRI,12,18,35000,Japan,30,0,0,0,0,0
W#91857Y,0,PC,1,Website,TUE,2,22,35000,Canada,65,1,0,0,0,0
Y#69445X,0,PC,0,Website,FRI,3,22,100000,India,63,0,0,0,0,0
B#52476Y,0,Mobile,1,Youtube channel,WED,8,16,25000,India,24,0,0,0,0,0
K#86026G,0,Mobile,1,Email ,THU,13,19,25000,India,27,1,0,0,0,0
I#32851H,0,Mobile,1,Email ,SAT,9,24,35000,Canada,44,0,0,0,0,0
N#50643D,0,Other,0,Youtube channel,SAT,7,21,76000,Ireland,69,1,0,0,0,0
U#96997Y,0,Other,1,Website,TUE,10,26,76000,Mexico,21,1,0,0,0,0
R#73417Q,0,Other,1,Email ,FRI,3,15,76000,Ireland,56,1,0,0,0,0
K#21949L,0,PC,1,Affiliate link,SUN,7,23,76000,Mexico,23,0,0,0,0,0
T#58516E,0,PC,1,Referral,SUN,2,23,58000,UK,58,0,0,0,0,0
Q#16592C,0,PC,0,Youtube channel,SUN,15,24,35000,China,24,1,0,0,0,0
U#48991H,0,PC,0,Google search,MON,6,25,76000,Canada,68,1,0,0,0,0
G#75899N,0,Other,0,Social media ads,MON,8,24,76000,China,25,1,0,0,0,0
J#96557C,0,Other,0,Referral,FRI,4,13,10000,Malaysia,34,0,0,0,0,0
V#79353X,0,Other,1,Website,THU,5,22,10000,Ireland,39,1,0,0,0,0
W#44581T,0,PC,1,Youtube channel,SAT,11,21,76000,China,59,0,0,0,0,0
Z#54721T,0,Tablet,0,Google search,FRI,6,19,58000,India,43,0,0,0,0,0
M#81143V,0,Mobile,1,Other,SUN,12,24,35000,Malaysia,58,0,0,0,0,0
L#25252M,0,Mobile,1,Email ,SAT,11,14,58000,Japan,58,0,0,0,0,0
K#44968D,0,Tablet,0,Email ,TUE,12,21,35000,Malaysia,59,1,0,0,0,0
T#34411B,0,Mobile,0,Youtube channel,WED,11,13,100000,USA,25,1,0,0,0,0
P#73297D,0,PC,1,Google search,THU,4,21,76000,Malaysia,64,1,0,0,0,0
B#15481R,0,Mobile,1,Google search,THU,10,20,40000,Malaysia,20,0,0,0,0,0
P#48982C,0,Other,0,Affiliate link,MON,14,16,35000,Japan,50,1,0,0,0,0
X#55159C,0,Other,1,Website,FRI,12,19,35000,USA,19,0,0,0,0,0
A#75137V,0,Tablet,0,Affiliate link,MON,10,13,25000,Mexico,18,0,0,0,0,0
R#83932F,0,PC,1,Affiliate link,THU,7,25,58000,Malaysia,49,0,0,0,0,0
A#23414G,0,Mobile,0,Website,WED,6,23,40000,India,58,0,0,0,0,0
Y#25474F,0,Mobile,0,Affiliate link,WED,5,24,76000,USA,19,1,0,0,0,0
R#25038L,0,Mobile,1,Email ,SAT,13,22,25000,UK,67,1,0,0,0,0
G#93220U,0,Other,0,Referral,SAT,9,16,58000,India,64,0,0,0,0,0
A#15712Q,0,PC,1,Other,SUN,5,17,40000,UK,38,1,0,0,0,0
S#85024Q,0,Mobile,0,Youtube channel,TUE,12,22,40000,Japan,38,0,0,0,0,0
V#72278P,0,Tablet,0,Email ,WED,7,13,58000,China,63,0,0,0,0,0
Q#52595U,0,Other,1,Website,MON,9,15,25000,India,24,0,0,0,0,0
C#95916P,0,PC,1,Youtube channel,TUE,9,16,35000,China,58,1,0,0,0,0
M#27366W,0,Other,0,Other,WED,10,25,76000,China,36,0,0,0,0,0
H#43000G,0,Mobile,0,Affiliate link,FRI,14,13,76000,Russia,52,0,0,0,0,0
I#48393L,0,PC,0,Email ,FRI,15,19,25000,Canada,57,1,0,0,0,0
W#85999U,0,Tablet,0,Referral,MON,12,14,58000,Canada,39,0,0,0,0,0
E#60883N,0,Other,1,Social media ads,SUN,8,26,76000,India,28,0,0,0,0,0
O#20070G,0,Tablet,1,Referral,WED,7,19,76000,India,66,0,0,0,0,0
D#53441P,0,Mobile,0,Other,THU,4,19,35000,Russia,25,1,0,0,0,0
T#66138P,0,Tablet,1,Google search,THU,2,13,100000,Ireland,46,1,0,0,0,0
P#43464K,0,PC,1,Google search,WED,3,19,100000,Canada,40,0,0,0,0,0
A#21085T,0,PC,0,Google search,SAT,13,16,100000,China,57,1,0,0,0,0
G#96215L,0,PC,0,Referral,SAT,7,16,76000,Ireland,20,1,0,0,0,0
A#66804J,0,PC,0,Affiliate link,MON,2,20,35000,Japan,38,1,0,0,0,0
J#93449L,0,Tablet,1,Youtube channel,TUE,5,21,35000,Russia,34,1,0,0,0,0
M#60143A,0,Mobile,1,Referral,THU,3,20,40000,Ireland,17,1,0,0,0,0
U#20570M,0,PC,0,Social media ads,THU,8,19,58000,USA,60,1,0,0,0,0
R#85822D,0,Mobile,0,Other,FRI,6,26,58000,USA,29,0,0,0,0,0
I#41745O,0,PC,0,Google search,SAT,7,16,35000,Canada,40,1,0,0,0,0
U#33687A,0,Tablet,1,Website,FRI,12,17,25000,Malaysia,44,0,0,0,0,0
V#89127X,0,Other,1,Social media ads,TUE,13,15,35000,USA,51,0,0,0,0,0
O#10648U,0,PC,1,Email ,SAT,9,24,10000,UK,41,0,0,0,0,0
V#20927V,0,Tablet,1,Referral,SAT,10,13,10000,China,46,0,0,0,0,0
W#72762M,0,Other,1,Social media ads,TUE,3,27,25000,Russia,28,0,0,0,0,0
S#99795O,0,Other,0,Google search,WED,8,22,58000,Malaysia,28,0,0,0,0,0
E#94218T,0,Tablet,1,Youtube channel,THU,13,22,10000,Malaysia,46,0,0,0,0,0
I#33029J,0,Mobile,0,Affiliate link,FRI,14,26,40000,USA,58,0,0,0,0,0
U#77388F,0,PC,0,Affiliate link,WED,8,17,10000,Mexico,42,0,0,0,0,0
W#23132M,0,PC,1,Google search,TUE,15,24,25000,USA,52,0,0,0,0,0
S#62377S,0,Mobile,0,Other,WED,2,18,76000,Ireland,39,0,0,0,0,0
M#73197C,0,PC,1,Email ,TUE,12,13,76000,Canada,16,1,0,0,0,0
E#35039T,0,Mobile,1,Website,SAT,2,27,76000,Japan,26,0,0,0,0,0
U#94703I,0,Mobile,0,Referral,WED,11,26,100000,China,48,0,0,0,0,0
W#66863C,0,Mobile,1,Email ,SAT,13,27,40000,UK,45,1,0,0,0,0
O#42875U,0,Other,0,Youtube channel,FRI,10,23,25000,UK,59,1,0,0,0,0
V#94610E,0,PC,1,Social media ads,SAT,2,25,76000,Russia,22,0,0,0,0,0
C#73274I,0,Other,1,Affiliate link,SUN,14,25,40000,Russia,55,0,0,0,0,0
P#24463B,0,PC,0,Referral,WED,5,15,40000,UK,20,1,0,0,0,0
Z#86522J,0,Mobile,0,Affiliate link,TUE,6,20,58000,UK,61,1,0,0,0,0
P#58133V,0,PC,0,Referral,FRI,9,16,35000,UK,42,0,0,0,0,0
